id,value
1,0.57568232771573
2,0.280743491650873
3,0.10626560905716
4,0.484782194200909
5,0.487222039161932
6,0.445102941620623
7,0.689206322753998
8,0.576951462914253
9,0.759902917342629
10,0.357772377636036
11,0.34815202032987
12,0.386944890862945
13,0.486553696124459
14,0.439640046300731
15,0.351147340008298
16,0.369103871172038
17,0.37093064299836
18,0.361966321018518
19,0.51432466524805
20,0.36798280170551
21,0.137988072894132
22,0.835082746235039
23,0.860166968607357
24,0.464564437143554
25,0.72654763575203
26,0.754463447490229
27,0.815940793665832
28,0.483046854225125
29,0.486711320691585
30,0.457355258996364
31,0.582008943747832
32,0.570874966801444
33,0.492065116646213
34,0.488642819703402
35,0.502166720463315
36,0.599253813754492
37,0.73463067815674
38,0.449564076022852
39,0.306099501966045
40,0.855504477800329
41,0.675790401721812
42,0.470043199449548
43,0.670600067778038
44,0.641169358481888
45,0.615776946267975
46,0.489315351226294
47,0.644549395275952
48,0.386525134093673
49,0.493222919312804
50,0.502161893006496
51,0.457981890827669
52,0.461971036716673
53,0.679731910745052
54,0.693383254104877
55,0.39662127555897
56,0.310630553014234
57,0.130131817516117
58,0.385776297915843
59,0.486595529926583
60,0.362986290300947
61,0.408463258346344
62,0.542817548680948
63,0.38534047684625
64,0.502682508631499
65,0.676303940592017
66,0.200279143317363
67,0.493885696907335
68,0.421372037320983
69,0.478541947144086
70,0.610831259546046
71,0.903769313313608
72,0.88917838768919
73,0.370777353617773
74,0.232695014668993
75,0.122983509951642
76,0.769642110275623
77,0.770604284351023
78,0.31529409365618
79,0.439513127953266
80,0.319009057574476
81,0.754266331341053
82,0.497058277099248
83,0.48136487669833
84,0.635006399202017
85,0.341503198127199
86,0.588944860569408
87,0.7032581782861
88,0.606877020050687
89,0.614628251812043
90,0.484568990713116
91,0.644827722480625
92,0.617195908731072
93,0.493056375822942
94,0.547205401054492
95,0.640601074270918
96,0.472378501250176
97,0.447267534957488
98,0.738752022898733
99,0.620060939747949
100,0.461448029719616
101,0.525969451819228
102,0.330481454667036
103,0.42055473736583
104,0.441544792357349
105,0.459198809309797
106,0.455981081614593
107,0.54102078827211
108,0.454113458529138
109,0.771683721494104
110,0.612711683477396
111,0.439098907093953
112,0.424305591277151
113,0.52548299444222
114,0.34868866974482
115,0.41195043270997
116,0.48888627207238
117,0.351368050197922
118,0.349836777542818
119,0.830389343737892
120,0.670070438003407
121,0.715286220048588
122,0.545604090798383
123,0.622850371937297
124,0.582049490244594
125,0.491103658821598
126,0.559409656109836
127,0.472964400568018
128,0.490801062743419
129,0.549649657911623
130,0.864166585332929
131,0.762556301069544
132,0.464307801133564
133,0.666065342842266
134,0.634368316165943
135,0.438252278928875
136,0.436338863582232
137,0.675668397186011
138,0.512373737865448
139,0.436861160737867
140,0.259428374643028
141,0.509413464691185
142,0.383811519103632
143,0.523469311135675
144,0.876366710594572
145,0.443782567170871
146,0.126536259873244
147,0.755872502214338
148,0.698519470258241
149,0.688431726996791
150,0.545166835129112
151,0.667283950555652
152,0.230216602325504
153,0.4542001756447
154,0.509008689769937
155,0.475542677769904
156,0.538977415852979
157,0.481474548515527
158,0.649852339205879
159,0.594736573786266
160,0.435398441355006
161,0.226436444164523
162,0.631115428615284
163,0.59873718580074
164,0.457491350760891
165,0.451249673923491
166,0.393884107591834
167,0.524879570008344
168,0.462199436513441
