id,value
1,0
2,0.217068574281074
3,0.0462125901893848
4,0.449092180530495
5,0.468720455909715
6,0.301436318739119
7,0.488382400796188
8,0.913453122658374
9,1
10,0.41150849836211
11,0.403787633371939
12,0.377480832912141
13,0.163284430340955
14,0.5043357273835
15,0.332912882560981
16,0.577660513026506
17,0.243580016714072
18,0.402326846490402
19,0.734061369463066
20,0.363736715304521
21,0.179843901993574
22,0.630629774846996
23,1
24,0.398768499934385
25,1
26,0.638793700246996
27,1
28,0
29,0.406074745574819
30,0.270488518591197
31,0.482738504220531
32,0.575724024938292
33,0.52930706358532
34,0.532129902682655
35,0.47891380779224
36,0.678501626181988
37,0.719940367977605
38,0.398299204743448
39,0.217496762576031
40,1
41,0.851943964812591
42,0.457393202441574
43,0.562120640956491
44,0.587256636354306
45,0.713902660243683
46,0.584454790500957
47,0.490389064328491
48,0.844041348432401
49,0.0192920825640296
50,1
51,0.595965425265365
52,0.500675381615822
53,0.733509140553116
54,0.671570614806416
55,0.231937959477874
56,0.108620816895788
57,0.140612786615422
58,0.304927513271681
59,0.206966798788669
60,0.18785240470086
61,0.276671572999655
62,0.268197761048295
63,0.23933799419639
64,0.386768596288157
65,0.596138427913315
66,0.452730500742983
67,0.0703373274798617
68,0.460389574102971
69,0.676178032987616
70,0.41889335407086
71,0.64066300593049
72,1
73,0.277953594043809
74,0.143050558356901
75,0.0807672886282027
76,0.57703051893872
77,1
78,0.243931143362991
79,0.350349594260162
80,0.23488531438356
81,0.647919448572202
82,0.455555952228396
83,0.545172070510631
84,0.55945749223911
85,0.28738389580264
86,0.431547545373707
87,0.802658087616926
88,0.431423347459777
89,0.698790668841024
90,0.259998998307173
91,0.864144932583395
92,0.705381534773177
93,0.367049029195908
94,0.755925626597476
95,1
96,0.340556928297953
97,0.462947104147833
98,0.564826795824329
99,0.626670702477966
100,0.491607686484494
101,0.312752780309068
102,0.201317388327876
103,0.361885524855113
104,0.362905742712268
105,0.472421614300489
106,0.382533270828665
107,0.380552836683138
108,0.361275962649657
109,0.860644953771936
110,1
111,0.625780280793728
112,0.288576006445809
113,1
114,0.461175645368663
115,0.616875323299101
116,0.592530328178126
117,0.433755052445356
118,0.342432330818213
119,0.798837165418098
120,1
121,0.667435378046953
122,0.403453715184594
123,0.621573374132106
124,0.600519663761954
125,0.458583920119543
126,0.642045654854295
127,0.399096911893557
128,0.3548771532771
129,1
130,0.654683963304623
131,0.699558607865299
132,0.410421858127353
133,0.572360617730351
134,0.634835279191699
135,0.707396993931175
136,0.347958949603316
137,0.740869700330982
138,0.407340658358505
139,0.366053001562368
140,0.27809107468033
141,0.295131892473799
142,0.158451761277896
143,0.260157363938522
144,0.90708310625329
145,0.358876494905121
146,0
147,0.591464474275575
148,0.615451077320127
149,0.594003718806465
150,0.476182924897393
151,0.860480403217432
152,0.162239678215785
153,0.313575030599355
154,0.276689337084869
155,0.49223895490592
156,0.478995982137296
157,0.479840349310871
158,0.58231192861979
159,0.539536254861837
160,0.309632708952084
161,0.273913414004616
162,0.60312314940434
163,0.555839924526429
164,0.343621683007229
165,0.26325972291399
166,0.366735377130877
167,0.475532973469618
168,0.477549843420001
