id,value
1,0.420494699646643
2,0.420494699646643
3,0.159010600706714
4,0.838633686690224
5,0.223792697290931
6,0.129564193168434
7,1
8,1
9,0.838633686690224
10,0.453748006379585
11,0
12,0.557416267942581
13,0.562200956937798
14,0.636363636363632
15,0.467304625199357
16,1
17,0
18,0
19,0.634793087882509
20,0.124434655644853
21,0.0968892429093303
22,0.881418112585884
23,0.693213625737755
24,0.440585855808301
25,0.398102805692175
26,0.727215667992613
27,0.798262510558414
28,0.662490386748617
29,0.334307926458084
30,0.414668442372223
31,0.897452189782947
32,0.926757858043593
33,0.23924800560389
34,0.526279405700092
35,0.254114910442583
36,1
37,0.900316985920266
38,0.502311254689005
39,0.438209526029301
40,0.855269545941248
41,0.890683565208794
42,0.761841887649563
43,1
44,0.899526331355624
45,0.367524101142944
46,0
47,0.196571335050976
48,0.787338733905926
49,1
50,0
51,0.283120168925961
52,1
53,0.814896885553026
54,1
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0.852327917474244
65,0.636924869529819
66,0.334570242755689
67,0.569701204268354
68,0.679030270882119
69,0.295979404580353
70,0.0665648599899353
71,1
72,0.878368423319434
73,0.163444278824948
74,0
75,0.0309321836598199
76,0.805450916055692
77,0.870350113662202
78,0.203841630862984
79,0.835796887278534
80,0.458732043535437
81,0.942877594431802
82,0.156434930549259
83,1
84,0
85,0
86,0
87,0
88,0
89,0
90,0.145643670073327
91,1
92,0.947385097664885
93,0.0771234981221027
94,0.785411573918801
95,1
96,0.278353478159087
97,0.458866557252484
98,0.151003744620635
99,0.403516704262239
100,1
101,0
102,0
103,0
104,1
105,0
106,1
107,1
108,1
109,0.90341578327444
110,0.838633686690224
111,0.223792697290931
112,0.129564193168434
113,1
114,0.645135566188195
115,0.897129186602868
116,1
117,0.724880382775118
118,0.285486443381177
119,0.767626882299222
120,0.721803585619731
121,0.530080238173532
122,0.295222943467563
123,0.577470582919668
124,0.986731989573149
125,0.660740572870039
126,0.875383487089872
127,0.107076489861451
128,0.226288291890823
129,0.656614484808168
130,0.689215636181049
131,1
132,0.506280647225509
133,0.878140444859614
134,0.494297680066666
135,0.155230737684178
136,1
137,0.195919526071521
138,0
139,1
140,0
141,0
142,0
143,0
144,1
145,0.360702718569114
146,0.189887930253862
147,0.691368460983829
148,1
149,0.892001625208891
150,0.692690743753165
151,0.492354605920649
152,0.0633691726300956
153,0.478336990625539
154,0
155,1
156,1
157,0
158,0
159,0.327580477742394
160,0.387834177682924
161,1
162,1
163,0.391702972036007
164,1
165,1
166,0
167,0
168,1
